RecordID_Int,Basement,BasementGarage,Bedrooms,BasementType,ExternalWalls,FinishedBasement,Flooring,Fireplace,FullBathrooms,Grade,HalfBathrooms,Heating,NumberOfStories,ParcelNumber,Roof,SquareFootageFinishedLiving,StreetName,StreetNumber,Style,TotalRooms,Unit,UseCode,YearBuilt
2437,0,,,,,0,,,,,,,,18A025015,,,DRAM DR,101,,,,Vacant Land,
2438,0,,,,,0,,,,,,,,18A025016,,,DRAM DR,103,,,,Vacant Land,
2439,0,,,,,0,,,,,,,,18A025017,,,DRAM DR,105,,,,Vacant Land,
2440,0,,,,,0,,,,,,,,18A025018,,,DRAM DR,111,,,,Vacant Land,
2441,0,,,,,0,,,,,,,,18A025019,,,DRAM DR,113,,,,Vacant Land,
2442,0,,,,,0,,,,,,,,18A025020,,,DRAM DR,115,,,,Vacant Land,
2443,0,,,,,0,,,,,,,,18A025021,,,DRAM DR,117,,,,Vacant Land,
2444,0,,,,,0,,,,,,,,18A025022,,,DRAM DR,102,,,,Vacant Land,
2445,0,,,,,0,,,,,,,,18A025023,,,DRAM DR,104,,,,Vacant Land,
2446,0,,,,,0,,,,,,,,18A025024,,,DRAM DR,106,,,,Vacant Land,
2447,0,,,,,0,,,,,,,,18A025025,,,DRAM DR,112,,,,Vacant Land,
2448,0,,,,,0,,,,,,,,18A025026,,,DRAM DR,114,,,,Vacant Land,
2449,0,,,,,0,,,,,,,,18A025027,,,DRAM DR,116,,,,Vacant Land,
2450,0,,,,,0,,,,,,,,18A025028,,,DRAM DR,118,,,,Vacant Land,
2451,0,,,,,0,,,,,,,,18A025029,,,BARREL CT,101,,,,Vacant Land,
2452,0,,,,,0,,,,,,,,18A025030,,,BARREL CT,103,,,,Vacant Land,
2453,0,,,,,0,,,,,,,,18A025031,,,BARREL CT,105,,,,Vacant Land,
2454,0,,,,,0,,,,,,,,18A025032,,,BARREL CT,111,,,,Vacant Land,
2455,0,,,,,0,,,,,,,,18A025033,,,BARREL CT,113,,,,Vacant Land,
2456,0,,,,,0,,,,,,,,18A025034,,,BARREL CT,115,,,,Vacant Land,
2457,0,,,,,0,,,,,,,,18A025035,,,BARREL CT,117,,,,Vacant Land,
2458,0,,,,,0,,,,,,,,18A025036,,,BARREL CT,121,,,,Vacant Land,
2459,0,,,,,0,,,,,,,,18A025037,,,BARREL CT,123,,,,Vacant Land,
2460,0,,,,,0,,,,,,,,18A025038,,,BARREL CT,125,,,,Vacant Land,
2461,0,,,,,0,,,,,,,,18A025039,,,BARREL CT,127,,,,Vacant Land,
2462,0,,,,,0,,,,,,,,18A025040,,,BARREL CT,102,,,,Vacant Land,
2463,0,,,,,0,,,,,,,,18A025041,,,BARREL CT,104,,,,Vacant Land,
2464,0,,,,,0,,,,,,,,18A025042,,,BARREL CT,106,,,,Vacant Land,
2465,0,,,,,0,,,,,,,,18A025043,,,BENCHMARK PL,200,,,,Vacant Land,
2466,0,,,,,0,,,,,,,,18A025044,,,BENCHMARK PL,202,,,,Vacant Land,
2467,0,,,,,0,,,,,,,,18A025045,,,MORGAN CT,143,,,,Vacant Land,
2468,0,,,,,0,,,,,,,,18A025046,,,MORGAN CT,145,,,,Vacant Land,
2469,0,,,,,0,,,,,,,,18A025047,,,MORGAN CT,147,,,,Vacant Land,
2470,0,,,,,0,,,,,,,,18A025048,,,MORGAN CT,151,,,,Vacant Land,
2471,0,,,,,0,,,,,,,,18A025049,,,MORGAN CT,153,,,,Vacant Land,
2472,0,,,,,0,,,,,,,,18A025050,,,MORGAN CT,155,,,,Vacant Land,
2473,0,,,,,0,,,,,,,,18A025051,,,MORGAN CT,157,,,,Vacant Land,
2474,0,,,,,0,,,,,,,,18A025052,,,MORGAN CT,161,,,,Vacant Land,
2475,0,,,,,0,,,,,,,,18A025053,,,MORGAN CT,163,,,,Vacant Land,
2476,0,,,,,0,,,,,,,,18A025054,,,MORGAN CT,165,,,,Vacant Land,
2477,0,,,,,0,,,,,,,,18A025055,,,MORGAN CT,144,,,,Vacant Land,
2478,0,,,,,0,,,,,,,,18A025056,,,MORGAN CT,146,,,,Vacant Land,
2479,0,,,,,0,,,,,,,,18A025057,,,MORGAN CT,152,,,,Vacant Land,
2480,0,,,,,0,,,,,,,,18A025058,,,MORGAN CT,154,,,,Vacant Land,
2481,0,,,,,0,,,,,,,,18A025059,,,MORGAN CT,156,,,,Vacant Land,
2482,0,,,,,0,,,,,,,,18A025060,,,MORGAN CT,158,,,,Vacant Land,
2483,0,,,,,0,,,,,,,,18A025061,,,MORGAN CT,162,,,,Vacant Land,
2484,0,,,,,0,,,,,,,,18A025062,,,MORGAN CT,164,,,,Vacant Land,
2485,0,,,,,0,,,,,,,,18A025063,,,MORGAN CT,166,,,,Vacant Land,
2486,0,,,,,0,,,,,,,,18A025064,,,WELLER DR,101,,,,Vacant Land,
2487,0,,,,,0,,,,,,,,18A025065,,,WELLER DR,103,,,,Vacant Land,
2488,0,,,,,0,,,,,,,,18A025066,,,WELLER DR,105,,,,Vacant Land,
2489,0,,,,,0,,,,,,,,18A025067,,,WELLER DR,107,,,,Vacant Land,
2490,0,,,,,0,,,,,,,,18A025068,,,WELLER DR,111,,,,Vacant Land,
2491,0,,,,,0,,,,,,,,18A025069,,,WELLER DR,113,,,,Vacant Land,
2492,0,,,,,0,,,,,,,,18A025070,,,WELLER DR,115,,,,Vacant Land,
2493,0,,,,,0,,,,,,,,18A025071,,,WELLER DR,112,,,,Vacant Land,
2494,0,,,,,0,,,,,,,,18A025072,,,WELLER DR,114,,,,Vacant Land,
2495,0,,,,,0,,,,,,,,18A025073,,,WELLER DR,116,,,,Vacant Land,
2496,0,,,,,0,,,,,,,,18A025A00,,,BENCHMARK PL,201,,,,Vacant Land,
2497,0,,,,,0,,,,,,,,18A025B00,,,BENCHMARK PL,221,,,,Vacant Land,
2498,1590,0,3,Full Basement,Hardy Board,191,Hardwood,3,2,C +,No dat,Forced Air,1.00,18A026000,Arch Shingles,1590,STRIBLING AVE,238,1 Sty (Avg),8,,Single Family,1956
2499,1901,0,3,Full Basement,Brick Veneer,1315,Hardwood,1,3,C,0,Hot Water Radiator,1.00,18A027000,Shingles,1912,STRIBLING AVE,236,1 Story,7,,Single Family,1950
2500,840,0,3,Full Basement,Brick Veneer,724,Hardwood,2,2,C,0,Forced Air,1.00,18A028000,Shingles,840,STRIBLING AVE,234,1 Sty (Avg),6,,Duplex,1963
2501,1190,0,3,Full Basement,Aluminum,369,Hardwood,0,1,C,0,Forced Air,1.00,18A029000,Shingles,950,STRIBLING AVE,230,1 Sty (Avg),5,,Single Family,1962
2502,999,0,4,Full Basement,Concrete Block,743,Hardwood,1,2,C -,0,Hot Water Radiator,1.00,18A030000,Shingles,999,STRIBLING AVE,228,1 Sty (Avg),10,,Duplex,1963
2503,999,0,4,Full Basement,Concrete Block,860,Hardwood,1,2,D,0,Heat Pump,1.00,18A031000,Shingles,999,STRIBLING AVE,226,1 Sty (Avg),9,,Duplex,1963
2504,760,No dat,4,Full Basement,Wood,760,Linoleum,No dat,4,C +,No dat,Heat Pump,1.00,18A032000,Shingles,950,STRIBLING AVE,218,1 Sty w/ Bsmt,6,,Single Family Attached,1983
2505,760,0,4,Full Basement,Wood,756,Hardwood,0,4,C,0,Heat Pump,1.00,18A032100,Shingles,950,STRIBLING AVE,220,1 Sty w/ Bsmt,6,,Single Family Attached,1983
2506,760,0,4,Full Basement,Wood,756,W/W Carpet,0,4,C,0,Heat Pump,1.00,18A032200,Shingles,950,STRIBLING AVE,222,1 Sty w/ Bsmt,6,,Single Family Attached,1983
2507,760,0,4,Full Basement,Wood,760,W/W Carpet,0,4,C,0,Heat Pump,1.00,18A032300,Shingles,950,STRIBLING AVE,224,1 Sty w/ Bsmt,6,,Single Family Attached,1983
2508,,0,6,No Basement,Vinyl,,W/W Carpet,0,4,C,0,Heat Pump,2.0,18A034000,Arch Shingles,2506,STRIBLING AVE,206,2 Sty Attached,10,A&B,Duplex,2018
2509,,0,6,No Basement,Vinyl,,W/W Carpet,0,4,C,0,Heat Pump,2.0,18A035000,Arch Shingles,2506,STRIBLING AVE,204,2 Sty Attached,10,A&B,Duplex,2018
2510,,0,6,No Basement,Vinyl,,W/W Carpet,0,4,C -,2,Heat Pump,2.00,18A036000,Shingles,2560,STRIBLING AVE,202,2 Story,10,,Duplex,1999
2511,,0,6,No Basement,Vinyl,,W/W Carpet,0,4,C -,2,Heat Pump,2.00,18A037000,Shingles,2560,STRIBLING AVE,200,2 Story,10,,Duplex,1999
2512,,0,0,N/A,Not Applicable,,None,No dat,0,E -,0,Not Applicable,No dat,18A046000,N/A,0,STRIBLING AVE,0,Vacant Land,0,,Vacant Land,1500
2513,0,,,,,0,,,,,,,,18A046000,,,STRIBLING AVE,0,,,,Vacant Land,
2514,724,0,4,Full Basement,Hardy Board,,Hardwood,1,3,B,1,Forced Air,2.5,18A051000,Arch Shingles,1652,HUNTLEY AVE,201,2.5 Story,7,,Single Family,2006
2515,828,0,4,Full Basement,Hardy Board,812,W/W Carpet,1,4,B,1,Forced Air,2.50,18A052000,Shingles,2092,HUNTLEY AVE,203,2.5 Story (Avg),8,,Single Family,2006
2516,1120,0,3,Full Basement,Hardy Board,1120,Hardwood,1,4,B,1,Forced Air,2.5,18A053000,Shingles,2557,HUNTLEY AVE,205,2.5 Story (Avg),10,,Single Family,2006
2517,936,0,4,Full Basement,Hardy Board,,Hardwood,1,3,B,1,Heat Pump,2.50,18A054000,Shingles,2340,HUNTLEY AVE,207,2.5 Story (Avg),7,,Single Family,2006
2518,888,0,4,Full Basement,Hardy Board,,Hardwood,1,3,B,1,Forced Air,2.50,18A055000,Shingles,2220,HUNTLEY AVE,209,2 Story,7,,Single Family,2006
2519,828,0,3,Full Basement,Hardy Board,,Hardwood,1,3,B,1,Forced Air,2.50,18A056000,Shingles,2092,HUNTLEY AVE,211,2.5 Story (Avg),7,,Single Family,2006
2520,1120,0,3,Full Basement,Wood,,Hardwood,1,3,B,1,Forced Air,2.5,18A057000,Shingles,2720,HUNTLEY AVE,213,2.5 Story (Avg),9,,Single Family,2007
2521,936,0,4,Full Basement,Hardy Board,,Hardwood,1,3,B -,1,Forced Air,2.50,18A058000,Arch Shingles,2392,HUNTLEY AVE,215,2.5 Story (Avg),8,,Single Family,2007
2522,1120,0,4,Full Basement,Hardy Board,,Hardwood,1,3,B,1,Forced Air,2.66,18A059000,Shingles,2874,HUNTLEY AVE,217,2.5 Story (Avg),8,,Single Family,2007
2523,832,0,4,Full Basement,Hardy Board,,Hardwood,1,3,B,1,Forced Air,2.50,18A060000,Shingles,2154,HUNTLEY AVE,219,2.5 Story (Avg),8,,Single Family,2007
2524,868,0,4,Full Basement,Hardy Board,434,Hardwood,1,4,B,1,Forced Air,2.50,18A061000,Arch Shingles,2198,HUNTLEY AVE,221,2.5 Story,8,,Single Family,2009
2525,936,0,3,Full Basement,Hardy Board,876,Hardwood,1,3,B,1,Forced Air,2.5,18A062000,Arch Shingles,1872,HUNTLEY AVE,223,2.5 Story (Avg),7,,Single Family,2009
2526,896,0,3,Full Basement,Hardy Board,870,Hardwood,1,3,B,1,Forced Air,2.00,18A063000,Arch Shingles,1820,HUNTLEY AVE,225,2 Story,8,,Single Family,2010
2527,936,0,3,Full Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.00,18A064000,Arch Shingles,1872,HUNTLEY AVE,227,2 Story,6,,Single Family,2010
2528,936,0,4,Full Basement,Hardy Board,585,W/W Carpet,1,4,B,1,Forced Air,2.66,18A065000,Arch Shingles,2490,HUNTLEY AVE,229,2.5 Story (Avg),9,,Single Family,2011
2529,936,0,4,Full Basement,Hardy Board,624,Hardwood,1,4,B,1,Forced Air,2.66,18A066000,Arch Shingles,2490,HUNTLEY AVE,231,2.5 Story (Avg),9,,Single Family,2011
2530,832,0,3,Full Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.00,18A067000,Arch Shingles,1684,HUNTLEY AVE,233,2 Story,6,,Single Family,2012
2531,936,0,3,Full Basement,Hardy Board,421,Hardwood,0,2,B,1,Forced Air,2.00,18A068000,Arch Shingles,1872,HUNTLEY AVE,235,2 Story,6,,Single Family,2012
2532,840,0,3,Full Basement,Hardy Board,420,Hardwood,1,3,B,1,Forced Air,2.00,18A069000,Arch Shingles,1700,HUNTLEY AVE,237,2 Story,5,,Single Family,2012
2533,840,0,3,Full Basement,Hardy Board,476,Hardwood,0,3,B,1,Forced Air,2.00,18A070000,Arch Shingles,1794,HUNTLEY AVE,239,2 Story,8,,Single Family,2013
2534,840,0,3,Full Basement,Hardy Board,478,Hardwood,0,3,B,1,Forced Air,2.00,18A071000,Arch Shingles,1778,HUNTLEY AVE,241,2 Story,7,,Single Family,2013
2535,896,No dat,3,Full Basement,Hardy Board,811,Hardwood,1,3,B,1,Forced Air,2,18A072000,Arch Shingles,1820,HUNTLEY AVE,243,2 Story,8,,Single Family,2014
2536,888,No dat,3,Full Basement,Hardy Board,783,Hardwood,1,3,B,1,Forced Air,2,18A073000,Arch Shingles,1812,HUNTLEY AVE,245,2 Story,6,,Single Family,2014
2537,840,No dat,3,Full Basement,Hardy Board,475,Hardwood,1,3,B,1,Forced Air,2,18A074000,Arch Shingles,1778,HUNTLEY AVE,247,2 Story,7,,Single Family,2014
2538,1268,No dat,3,Full Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2,18A075000,Arch Shingles,2072,HUNTLEY AVE,249,2 Story,5,,Single Family,2014
2539,741,No dat,3,Walkout Basement,Hardy Board,711,Hardwood,No dat,3,B,1,Forced Air,2,18A076000,Arch Shingles,1482,HUNTLEY AVE,251,2 Story,7,,Single Family,2014
2540,741,No dat,3,Full Basement,Hardy Board,562,Hardwood,No dat,3,B,1,Forced Air,2,18A076B00,Arch Shingles,1482,HUNTLEY AVE,253,2 Story,5,,Single Family,2014
2541,741,No dat,3,Full Basement,Hardy Board,541,Hardwood,No dat,3,B,1,Forced Air,2,18A077000,Arch Shingles,1482,HUNTLEY AVE,255,2 Story,7,,Single Family,2014
2542,741,No dat,3,Full Basement,Hardy Board,741,Hardwood,No dat,3,B,1,Forced Air,2,18A077B00,Arch Shingles,1482,HUNTLEY AVE,257,2 Story,5,,Single Family,2014
2543,1128,No dat,4,Full Basement,Hardy Board,616,Hardwood,1,2,B +,1,Forced Air,2.00,18A078000,Arch Shingles,1836,HUNTLEY AVE,259,2 Story,8,,Single Family,2015
2544,840,No dat,3,Full Basement,Hardy Board,532,Hardwood,1,3,B,1,Forced Air,2,18A079000,Arch Shingles,1804,HUNTLEY AVE,261,2 Story,7,,Single Family,2016
2545,828,No dat,4,Full Basement,Hardy Board,750,Hardwood,1,3,B +,1,Forced Air,2,18A080000,Arch Shingles,1764,HUNTLEY AVE,263,2 Story,9,,Single Family,2016
2546,779,No dat,3,Full Basement,Hardy Board,510,Hardwood,1,3,B,1,Forced Air,2,18A081000,Arch Shingles,1764,HUNTLEY AVE,265,2 Story,7,,Single Family,2016
2547,748,No dat,3,Full Basement,Hardy Board,500,Hardwood,1,3,B,1,Forced Air,2,18A082000,Arch Shingles,1636,HUNTLEY AVE,301,2 Story,7,,Single Family,2016
2548,840,No dat,3,Full Basement,Hardy Board,550,Hardwood,1,3,B,1,Forced Air,2,18A083000,Arch Shingles,1804,HUNTLEY AVE,303,2 Story,7,,Single Family,2017
2549,779,No dat,3,Full Basement,Hardy Board,510,Hardwood,1,3,B,1,Forced Air,2,18A084000,Arch Shingles,1712,HUNTLEY AVE,305,2 Story,7,,Single Family,2017
2550,840,No dat,3,Full Basement,Hardy Board,550,Hardwood,1,3,B,1,Forced Air,2,18A085000,Arch Shingles,1804,HUNTLEY AVE,307,2 Story,7,,Single Family,2017
2551,828,No dat,3,Full Basement,Hardy Board,828,Hardwood,1,3,B +,1,Forced Air,2.0,18A086000,Arch Shingles,1764,HUNTLEY AVE,309,2 Story,7,,Single Family,2017
2552,918,No dat,3,Walkout Basement,Hardy Board,775,Hardwood,1,3,B -,1,Forced Air,2.00,18A087000,Arch Shingles,1740,HUNTLEY AVE,311,2 Story,7,,Single Family,2018
2553,1140,No dat,3,Walkout Basement,Hardy Board,724,Hardwood,1,3,B,1,Forced Air,2.00,18A088000,Arch Shingles,1836,HUNTLEY AVE,313,2 Story,6,,Single Family,2018
2554,775,No dat,3,Full Basement,Hardy Board,500,Hardwood,1,3,B,1,Forced Air,2,18A089000,Arch Shingles,1708,HUNTLEY AVE,315,2 Story,6,,Single Family,2018
2555,840,No dat,3,Full Basement,Hardy Board,520,Hardwood,1,3,B,1,Forced Air,2,18A090000,Arch Shingles,1804,HUNTLEY AVE,317,2 Story,7,,Single Family,2018
2556,1104,No dat,3,Full Basement,Hardy Board,782,Hardwood,1,3,B,1,Forced Air,2,18A091000,Arch Shingles,1778,HUNTLEY AVE,319,2 Story,8,,Single Family,2018
2557,,No dat,4,No Basement,Hardy Board,,Pre-Fab Wood,No dat,2,C++,No dat,Heat Pump,2,18A092000,Arch Shingles,1368,HUNTLEY AVE,329,2 Sty Attached,7,,Single Family Attached,2021
2558,,No dat,4,No Basement,Hardy Board,,Pre-Fab Wood,No dat,2,C +,No dat,Heat Pump,2,18A092B00,Arch Shingles,1440,HUNTLEY AVE,331,2 Sty Attached,6,,Single Family Attached,2021
2559,,No dat,3,No Basement,Hardy Board,,Hardwood,1,2,B +,1,Forced Air,2,18A093000,Arch Shingles,2024,HUNTLEY AVE,330,2 Story,7,,Single Family,2018
2560,880,1,3,Full Basement,Hardy Board,543,W/W Carpet,1,2,B,1,Forced Air,2,18A094000,Arch Shingles,1760,HUNTLEY AVE,328,2 Story,7,,Single Family,2019
2561,1012,1,4,Full Basement,Hardy Board,370,W/W Carpet,1,2,B,1,Forced Air,2,18A095000,Arch Shingles,2024,HUNTLEY AVE,326,2 Story,7,,Single Family,2019
2562,1012,1,4,Full Basement,Hardy Board,510,W/W Carpet,1,3,B,1,Forced Air,2,18A096000,Arch Shingles,2024,HUNTLEY AVE,324,2 Story,7,,Single Family,2019
2563,1108,1,4,Full Basement,Hardy Board,705,W/W Carpet,1,3,B,1,Forced Air,2,18A097000,Metal,2120,HUNTLEY AVE,322,2 Story w/ Bsmt,7,,Single Family,2019
2564,1012,1,4,Full Basement,Hardy Board,510,Hardwood,No dat,3,B,1,Forced Air,2,18A098000,Arch Shingles,2024,HUNTLEY AVE,320,2 Story w/ Bsmt,7,,Single Family,2019
2565,1012,1,4,Full Basement,Hardy Board,510,Hardwood,1,3,B,1,Forced Air,2,18A099000,Arch Shingles,2024,HUNTLEY AVE,318,2 Story w/ Bsmt,7,,Single Family,2019
2566,1044,1,4,Full Basement,Hardy Board,510,Hardwood,1,3,C +,1,Forced Air,2,18A100000,Arch Shingles,2088,HUNTLEY AVE,316,2 Story,7,,Single Family,2018
2567,995,1,4,Full Basement,Hardy Board,554,Pre-Fab Wood,1,3,B,1,Forced Air,2,18A101000,Metal,1990,HUNTLEY AVE,314,2 Sty Transitional,7,,Single Family,2018
2568,896,1,3,Full Basement,Hardy Board,580,Hardwood,1,3,B,1,Forced Air,2,18A102000,Arch Shingles,1820,HUNTLEY AVE,312,2 Story,6,,Single Family,2018
2569,850,1,3,Full Basement,Hardy Board,595,Hardwood,1,3,B +,1,Forced Air,2.0,18A103000,Arch Shingles,1720,HUNTLEY AVE,310,2 Story,7,,Single Family,2017
2570,896,1,3,Full Basement,Hardy Board,636,Hardwood,1,3,B,1,Forced Air,2.0,18A104000,Arch Shingles,1820,HUNTLEY AVE,308,2 Story,7,,Single Family,2017
2571,850,1,3,Walkout Basement,Hardy Board,560,Hardwood,1,3,B,1,Forced Air,2,18A105000,Arch Shingles,1700,HUNTLEY AVE,306,2 Story,7,,Single Family,2017
2572,850,1,3,Full Basement,Hardy Board,558,Hardwood,1,2,B,2,Forced Air,2.0,18A106000,Arch Shingles,1720,HUNTLEY AVE,304,2 Story,7,,Single Family,2017
2573,896,1,3,Partial Basement,Hardy Board,600,Hardwood,1,2,B,2,Forced Air,2.00,18A107000,Arch Shingles,1820,HUNTLEY AVE,300,2 Story,7,,Single Family,2016
2574,840,No dat,3,Full Basement,Hardy Board,700,Hardwood,1,3,B,1,Forced Air,2,18A108000,Arch Shingles,1778,HUNTLEY AVE,254,2 Story,7,,Single Family,2014
2575,840,No dat,3,Full Basement,Hardy Board,575,Hardwood,1,2,B,1,Forced Air,2,18A109000,Arch Shingles,1804,HUNTLEY AVE,250,2 Story,7,,Single Family,2014
2576,936,1,3,Full Basement,Hardy Board,660,Hardwood,1,2,B,1,Forced Air,2.50,18A110000,Arch Shingles,1881,HUNTLEY AVE,246,2.5 Story,6,,Single Family,2014
2577,896,1,3,Full Basement,Hardy Board,619,Hardwood,1,3,B +,1,Forced Air,2.00,18A111000,Arch Shingles,1840,HUNTLEY AVE,244,2 Story,8,,Single Family,2013
2578,,No dat,3,No Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.0,18A112000,Arch Shingles,2072,HUNTLEY AVE,242,2 Story,8,,Single Family,2013
2579,741,1,2,Walkout Basement,Hardy Board,360,Hardwood,0,2,B,1,Forced Air,2.00,18A113000,Arch Shingles,1482,HUNTLEY AVE,240,2 Story,5,,Single Family,2013
2580,741,1,2,Walkout Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.00,18A113B00,Arch Shingles,1482,HUNTLEY AVE,238,2 Story,5,,Single Family,2013
2581,741,1,3,Walkout Basement,Hardy Board,360,Hardwood,0,2,B,1,Forced Air,2.00,18A114000,Arch Shingles,1482,HUNTLEY AVE,236,2 Story,5,,Single Family,2013
2582,741,1,2,Walkout Basement,Hardy Board,,Hardwood,0,2,B,1,Forced Air,2.00,18A114B00,Arch Shingles,1482,HUNTLEY AVE,234,2 Story,5,,Single Family,2013
2583,936,1,3,Full Basement,Hardy Board,560,Hardwood,1,3,B,1,Forced Air,2.00,18A115000,Arch Shingles,1872,HUNTLEY AVE,232,2 Story,7,,Single Family,2012
2584,896,1,4,Full Basement,Hardy Board,896,Hardwood,1,3,B++,1,Forced Air,2.00,18A116000,Arch Shingles,1820,HUNTLEY AVE,230,2 Story,8,,Single Family,2012
2585,,0,3,No Basement,Hardy Board,,Hardwood,0,2,B,1,Forced Air,2.0,18A117000,Arch Shingles,2328,HUNTLEY AVE,228,2 Story,7,,Single Family,2011
2586,,0,3,No Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.0,18A118000,Arch Shingles,2328,HUNTLEY AVE,226,2 Story,6,,Single Family,2011
2587,,0,3,No Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.0,18A119000,Arch Shingles,2072,HUNTLEY AVE,224,2 Story,5,,Single Family,2010
2588,896,1,3,Full Basement,Hardy Board,595,Hardwood,1,3,B +,1,Forced Air,2.00,18A120000,Arch Shingles,1820,HUNTLEY AVE,222,2 Story,6,,Single Family,2010
2589,936,1,3,Walkout Basement,Hardy Board,716,Hardwood,1,3,B,1,Forced Air,2.00,18A121000,Arch Shingles,1872,HUNTLEY AVE,220,2 Story,7,,Single Family,2010
2590,896,1,3,Full Basement,Hardy Board,595,Hardwood,1,3,B +,1,Forced Air,2.00,18A122000,Arch Shingles,1820,HUNTLEY AVE,218,2 Story,7,,Single Family,2010
2591,936,No dat,4,Full Basement,Hardy Board,836,Hardwood,1,3,B,1,Heat Pump,2.00,18A123000,Arch Shingles,1872,HUNTLEY AVE,216,2 Story,9,,Single Family,2009
2592,888,1,5,Full Basement,Hardy Board,600,Hardwood,1,4,B,1,Forced Air,2.75,18A124000,Arch Shingles,2130,HUNTLEY AVE,214,2.5 Story,11,,Single Family,2009
2593,936,1,4,Walkout Basement,Hardy Board,,Hardwood,1,3,B,1,Forced Air,2.50,18A125000,Shingles,2392,HUNTLEY AVE,212,2.5 Story (Avg),7,,Single Family,2007
2594,,No dat,3,No Basement,Hardy Board,,W/W Carpet,No dat,2,B +,1,Forced Air,2.0,18A126000,Arch Shingles,2016,MORGAN CT,101,2 Story,6,,Single Family,2019
2595,,No dat,3,No Basement,Hardy Board,,W/W Carpet,1,2,B,1,Forced Air,2,18A127000,Arch Shingles,2024,MORGAN CT,103,2 Story,6,,Single Family,2019
2596,,No dat,3,No Basement,Hardy Board,,Hardwood,No dat,2,B +,1,Forced Air,2.0,18A128000,Arch Shingles,1760,MORGAN CT,105,2 Story,6,,Single Family,2019
2597,1012,2,3,Full Basement,Hardy Board,500,Pre-Fab Wood,1,2,B,1,Forced Air,2,18A129000,Arch Shingles,2024,MORGAN CT,107,2 Story w/ Bsmt,7,,Single Family,2019
2598,1108,1,3,Full Basement,Hardy Board,360,Hardwood,1,2,B,1,Forced Air,2.0,18A130000,Arch Shingles,2136,MORGAN CT,109,2 Sty Transitional,7,,Single Family,2019
2599,1210,2,5,Walkout Basement,Hardy Board,850,Hardwood,1,3,B -,2,Forced Air,2.50,18A131000,Arch Shingles,3025,MORGAN CT,111,2.5 Story (Avg),10,,Single Family,2006
2600,1210,2,4,Full Basement,Hardy Board,810,Hardwood,1,2,B,1,Forced Air,2.0,18A132000,Arch Shingles,2420,MORGAN CT,113,2.5 Story (Avg),8,,Single Family,2006
2601,1210,1,4,Walkout Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.00,18A133000,Arch Shingles,2420,MORGAN CT,115,2 Story,8,,Single Family,2006
2602,1210,1,4,Full Basement,Hardy Board,,Hardwood,1,2,B,1,Heat Pump,2.50,18A134000,Arch Shingles,2420,MORGAN CT,117,2.5 Story (Avg),8,,Single Family,2007
2603,1210,2,4,Walkout Basement,Hardy Board,,Hardwood,1,2,B,1,Forced Air,2.50,18A135000,Arch Shingles,3025,MORGAN CT,119,2.5 Story (Avg),7,,Single Family,2007
2604,1050,1,4,Walkout Basement,Hardy Board,560,Hardwood,1,3,B,1,Forced Air,2.00,18A136000,Arch Shingles,2100,MORGAN CT,121,2.5 Story (Avg),8,,Single Family,2013
2605,900,1,4,Full Basement,Hardy Board,300,Hardwood,1,3,B,1,Forced Air,2.0,18A137000,Arch Shingles,1840,MORGAN CT,123,2 Story,7,,Single Family,2013
2606,0,,,,,0,,,,,,,,18A138000,,,MORGAN CT,133,,,,Vacant Land,
2607,0,,,,,0,,,,,,,,18A139000,,,MORGAN CT,135,,,,Vacant Land,
2608,0,,,,,0,,,,,,,,18A140000,,,MORGAN CT,137,,,,Vacant Land,
2609,0,,,,,0,,,,,,,,18A141000,,,MORGAN CT,139,,,,Vacant Land,
2610,0,,,,,0,,,,,,,,18A142000,,,MORGAN CT,141,,,,Vacant Land,
2611,0,,,,,0,,,,,,,,18A144000,,,MORGAN CT,142,,,,Vacant Land,
2612,0,,,,,0,,,,,,,,18A145000,,,MORGAN CT,140,,,,Vacant Land,
2613,0,,,,,0,,,,,,,,18A146000,,,MORGAN CT,138,,,,Vacant Land,
2614,0,,,,,0,,,,,,,,18A147000,,,MORGAN CT,136,,,,Vacant Land,
2615,0,,,,,0,,,,,,,,18A148000,,,MORGAN CT,134,,,,Vacant Land,
2616,0,,,,,0,,,,,,,,18A149000,,,MORGAN CT,132,,,,Vacant Land,
2617,0,,,,,0,,,,,,,,18A150000,,,MORGAN CT,130,,,,Vacant Land,
2618,0,,,,,0,,,,,,,,18A151000,,,MORGAN CT,128,,,,Vacant Land,
2619,1000,0,4,Full Basement,Hardy Board,770,Hardwood,1,3,B,1,Forced Air,2.00,18A152000,Arch Shingles,1998,MORGAN CT,124,2 Story,11,,Single Family,2007
2620,1160,0,4,Partial Basement,Hardy Board,835,Hardwood,1,3,B,1,Forced Air,2.50,18A153000,Arch Shingles,2370,MORGAN CT,122,2.5 Story (Avg),9,,Single Family,2006
